participant_id,day,prompts,answers,sleep_hours,ema
34,7,14,5,9.7,1
34,8,15,7,9.8,0
34,9,8,5,8.3,0
34,10,14,3,9.3,0
34,11,9,7,9.1,1
34,12,9,5,5.9,1
34,13,14,5,7.7,0
34,14,10,6,5.4,0
34,15,13,7,9.1,0
34,16,13,8,8.3,1
34,17,14,7,10.1,1
34,18,10,4,7.6,1
34,19,12,7,6.6,0
34,20,10,2,9.2,1
34,21,14,6,9.3,1
34,22,9,5,8.6,1
34,23,12,6,5.5,1
34,24,11,5,8.0,1
34,25,14,2,6.3,1
34,26,12,4,4.9,1
34,27,14,5,9.5,1
34,28,13,7,4.7,1
34,29,12,5,8.7,1
34,30,14,4,6.9,1
35,1,8,4,10.3,1
35,2,9,1,8.9,1
35,3,12,1,4.7,0
35,4,8,2,8.2,0
35,5,10,1,5.2,0
35,6,12,1,6.0,1
35,7,11,4,8.8,0
35,8,10,3,9.9,1
35,9,9,3,9.2,0
35,10,10,3,5.7,0
35,11,10,4,7.2,1
35,12,11,1,9.2,1
35,13,8,3,5.4,1
35,14,10,3,9.3,0
35,15,12,2,6.7,0
35,16,10,3,8.9,0
35,17,10,5,5.1,1
35,18,11,4,9.6,0
35,19,10,4,7.9,0
35,20,11,2,10.1,0
35,21,8,4,10.6,1
35,22,9,2,5.1,1
35,23,8,2,8.8,0
35,24,10,4,5.8,1
35,25,12,1,6.7,0
35,26,12,3,7.2,1
35,27,10,2,8.6,0
35,28,8,3,8.2,1
35,29,8,3,7.9,0
35,30,5,3,4.9,0
36,1,12,3,6.3,0
36,2,9,3,7.7,0
36,3,10,2,9.7,1
36,4,10,3,8.1,1
36,5,10,4,4.8,0
36,6,13,4,10.2,0
36,7,10,4,10.3,1
36,8,11,2,9.0,0
36,9,10,2,9.6,0
36,10,11,4,5.2,1
36,11,11,4,5.0,1
36,12,13,3,8.5,1
36,13,10,1,8.6,0
36,14,11,5,5.5,0
36,15,11,4,5.4,1
36,16,10,3,8.8,1
36,17,10,4,8.1,1
36,18,11,4,9.7,0
36,19,9,2,7.2,1
36,20,12,3,9.2,0
36,21,11,3,9.7,1
36,22,12,2,4.6,1
36,23,12,3,5.4,0
36,24,10,3,10.3,1
36,25,11,3,10.5,1
36,26,9,4,10.2,0
36,27,9,3,9.0,0
36,28,9,3,9.5,0
36,29,11,3,8.3,0
36,30,12,2,5.5,0
37,1,12,5,9.1,0
37,2,13,4,9.2,1
37,3,6,5,10.2,0
37,4,10,4,9.0,0
37,5,11,4,7.5,0
37,6,10,6,8.3,1
37,7,11,5,7.4,0
37,8,9,6,6.4,1
37,9,8,5,8.1,1
37,10,5,7,6.8,1
37,11,11,6,8.3,0
37,12,12,5,10.2,1
37,13,10,6,8.6,1
37,14,10,6,8.8,0
37,15,9,7,8.0,0
37,16,7,6,5.0,0
37,17,8,5,9.4,1
37,18,10,6,6.6,1
37,19,13,6,6.7,1
37,20,10,4,6.3,1
37,21,7,6,8.3,1
37,22,9,6,9.2,0
37,23,10,7,5.1,0
37,24,10,6,6.5,1
37,25,15,5,6.1,0
37,26,9,4,6.3,1
37,27,12,6,10.0,1
37,28,14,5,8.9,0
37,29,7,6,8.6,1
37,30,13,5,6.4,0
38,1,13,7,10.2,1
38,2,13,9,10.3,1
38,3,14,5,5.6,0
38,4,13,9,6.7,1
38,5,13,7,6.0,1
38,6,12,4,5.3,0
38,7,13,8,6.2,1
38,8,11,8,8.0,1
38,9,12,8,6.5,0
38,10,13,7,9.0,0
38,11,14,7,7.8,0
38,12,12,4,10.2,0
38,13,13,8,8.8,1
38,14,13,6,8.8,0
38,15,13,7,8.8,1
38,16,13,5,5.2,1
38,17,12,8,9.4,1
38,18,12,5,7.3,0
38,19,14,10,9.3,0
38,20,13,8,4.6,1
38,21,13,7,6.6,1
38,22,14,8,8.4,0
38,23,12,7,6.9,1
38,24,12,4,9.4,0
38,25,12,6,7.2,1
38,26,13,6,6.0,1
38,27,12,6,7.6,1
38,28,13,5,10.1,1
38,29,13,8,5.3,0
38,30,13,4,4.6,0
39,1,12,2,8.5,0
39,2,8,1,6.2,0
39,3,10,2,6.2,1
39,4,10,2,8.1,0
39,5,7,2,5.8,0
39,6,10,1,8.2,1
39,7,10,2,6.1,0
39,8,11,2,9.3,0
39,9,11,2,6.1,0
39,10,8,1,6.6,1
39,11,11,3,10.3,0
39,12,8,2,6.5,0
39,13,11,1,7.2,1
39,14,8,2,10.0,0
39,15,12,2,6.1,0
39,16,8,2,9.7,1
39,17,10,3,5.3,1
39,18,9,1,9.5,1
39,19,9,1,8.5,1
39,20,13,2,10.4,1
39,21,8,2,5.8,1
39,22,10,2,5.1,1
39,23,8,0,6.5,0
39,24,7,2,4.8,0
39,25,12,2,7.6,0
39,26,12,1,5.0,1
39,27,8,0,4.8,1
39,28,6,0,9.6,1
39,29,9,1,5.5,0
39,30,12,2,9.1,0
40,1,9,3,8.6,0
40,2,11,2,10.1,1
40,3,11,2,7.7,1
40,4,11,3,5.5,1
40,5,9,3,4.9,0
40,6,9,3,8.3,0
40,7,13,3,6.3,0
40,8,6,3,6.2,0
40,9,12,2,10.6,0
40,10,13,3,5.1,1
40,11,9,1,6.7,0
40,12,10,4,8.6,1
40,13,11,2,4.6,0
40,14,10,2,7.0,0
40,15,10,1,5.0,1
40,16,11,1,5.9,1
40,17,7,3,6.9,1
40,18,7,7,7.2,0
40,19,6,1,9.4,0
40,20,12,5,9.7,0
40,21,10,3,4.6,1
40,22,12,6,9.6,0
40,23,11,3,6.8,1
40,24,12,2,5.5,1
40,25,7,3,6.0,0
40,26,8,2,6.4,1
40,27,8,4,8.2,0
40,28,9,2,6.0,1
40,29,10,3,6.2,0
40,30,13,3,8.5,1
41,1,11,4,10.5,1
41,2,10,2,4.7,1
41,3,7,3,8.7,0
41,4,10,4,7.4,1
41,5,8,1,5.8,1
41,6,8,3,9.1,1
41,7,13,2,7.1,1
41,8,9,2,7.5,1
41,9,12,2,7.2,1
41,10,9,3,7.4,0
41,11,11,2,5.5,0
41,12,14,2,4.6,1
41,13,10,1,4.8,1
41,14,8,2,7.9,1
41,15,11,3,6.7,1
41,16,12,5,8.1,1
41,17,9,3,9.3,0
41,18,10,2,8.9,1
41,19,10,4,8.7,1
41,20,9,3,8.0,0
41,21,15,1,10.3,0
41,22,7,3,6.5,1
41,23,10,1,6.0,0
41,24,10,5,9.1,0
41,25,6,3,6.6,0
41,26,10,2,7.9,0
41,27,10,3,10.2,0
41,28,12,3,10.1,0
41,29,8,2,8.7,0
41,30,11,2,8.9,0
42,1,11,5,5.2,0
42,2,11,3,6.4,1
42,3,10,4,10.6,0
42,4,10,2,9.9,1
42,5,9,4,10.3,1
42,6,11,4,8.6,1
42,7,9,5,7.4,1
42,8,9,4,8.1,1
42,9,11,2,6.6,0
42,10,10,4,4.7,1
42,11,10,4,7.8,0
42,12,10,4,9.8,0
42,13,10,1,9.6,1
42,14,10,4,8.1,0
42,15,11,1,6.3,1
42,16,10,3,5.0,0
42,17,10,3,6.8,1
42,18,11,3,9.0,1
42,19,10,5,8.8,0
42,20,9,4,7.1,1
42,21,10,3,9.4,1
42,22,10,3,7.8,0
42,23,11,1,10.1,0
42,24,8,3,10.5,0
42,25,9,4,8.7,1
42,26,10,2,5.0,0
42,27,11,1,6.0,0
42,28,9,3,8.6,1
42,29,10,3,4.6,1
42,30,11,3,9.5,0
43,1,12,2,5.4,1
43,2,13,3,6.1,1
43,3,12,6,5.0,1
43,4,15,3,7.5,0
43,5,14,3,8.9,1
43,6,13,2,10.1,1
43,7,12,4,5.7,1
43,8,12,5,6.5,1
43,9,12,1,10.3,0
43,10,11,2,7.9,1
43,11,13,6,6.4,1
43,12,13,2,5.6,1
43,13,18,3,8.9,0
43,14,16,7,10.3,1
43,15,12,2,8.5,0
43,16,13,0,6.6,1
43,17,12,2,9.6,0
43,18,14,6,5.8,0
43,19,12,2,10.1,0
43,20,11,4,5.9,0
43,21,14,2,6.1,0
43,22,12,1,5.3,1
43,23,6,5,6.1,1
43,24,12,3,6.8,1
43,25,9,3,9.7,1
43,26,12,0,5.8,1
43,27,12,6,10.4,1
43,28,12,4,10.2,1
43,29,12,6,7.4,0
43,30,12,3,4.7,0
44,1,10,3,9.1,1
44,2,10,5,10.1,0
44,3,12,5,7.2,0
44,4,13,4,8.9,1
44,5,11,2,6.1,1
44,6,11,7,5.8,1
44,7,11,4,9.2,1
44,8,12,6,9.1,0
44,9,10,4,6.5,1
44,10,11,4,6.1,1
44,11,9,6,4.9,0
44,12,11,4,10.2,0
44,13,10,4,10.4,0
44,14,11,6,9.5,0
44,15,11,6,8.4,1
44,16,10,7,5.3,1
44,17,11,4,5.1,1
44,18,11,2,5.1,1
44,19,11,3,6.4,0
44,20,11,8,7.7,0
44,21,10,4,9.9,1
44,22,12,5,8.0,0
44,23,9,6,4.6,0
44,24,9,2,7.2,0
44,25,12,5,5.3,0
44,26,12,7,7.0,1
44,27,11,3,8.5,0
44,28,11,4,5.3,0
44,29,9,2,8.2,0
44,30,13,6,8.4,0
45,1,11,6,9.0,0
45,2,11,7,7.7,0
45,3,10,6,9.6,0
45,4,11,4,9.2,0
45,5,11,5,9.8,0
45,6,9,7,6.9,0
45,7,12,8,6.7,0
45,8,9,6,10.6,1
45,9,8,6,7.6,1
45,10,10,6,7.8,1
45,11,10,7,8.4,1
45,12,11,6,7.4,1
45,13,9,8,6.9,1
45,14,9,7,5.3,1
45,15,9,5,6.2,1
45,16,10,5,8.1,1
45,17,10,7,7.6,1
45,18,12,4,5.5,1
45,19,12,7,8.0,1
45,20,11,5,4.5,0
45,21,12,4,6.3,0
45,22,11,6,7.3,0
45,23,9,5,7.3,1
45,24,11,6,8.4,0
45,25,10,7,10.3,1
45,26,8,8,8.7,1
45,27,10,5,6.6,1
45,28,10,7,5.7,0
45,29,10,6,9.1,0
45,30,8,7,6.1,0
46,1,11,3,8.4,1
46,2,11,2,8.8,1
46,3,8,6,7.1,1
46,4,10,2,8.8,0
46,5,10,4,7.8,0
46,6,11,8,7.1,0
46,7,12,3,8.9,1
46,8,13,7,5.6,0
46,9,11,4,8.8,0
46,10,10,4,5.6,0
46,11,10,3,9.7,1
46,12,10,7,10.3,0
46,13,9,2,7.5,0
46,14,10,7,6.9,0
46,15,11,1,8.9,0
46,16,10,5,8.4,0
46,17,11,4,8.1,1
46,18,10,1,6.3,0
46,19,12,5,9.6,0
46,20,11,2,10.3,1
46,21,12,3,10.6,1
46,22,9,3,6.2,0
46,23,7,2,9.7,0
46,24,10,4,5.8,1
46,25,11,5,7.9,1
46,26,9,3,10.3,0
46,27,10,2,6.3,0
46,28,12,3,4.5,0
46,29,10,1,8.2,1
46,30,8,4,7.9,1
47,1,13,7,5.1,1
47,2,11,2,7.7,1
47,3,12,8,8.6,0
47,4,10,3,5.5,0
47,5,14,6,8.0,0
47,6,13,6,7.7,0
47,7,12,8,9.6,0
47,8,11,6,8.7,1
47,9,12,6,6.8,0
47,10,12,5,6.5,0
47,11,13,8,10.5,0
47,12,14,8,9.3,0
47,13,12,6,6.9,0
47,14,11,5,6.8,1
47,15,14,8,8.0,1
47,16,10,9,5.8,1
47,17,11,7,6.2,0
47,18,13,6,8.6,0
47,19,13,10,5.5,1
47,20,13,6,5.8,1
47,21,12,7,10.5,1
47,22,11,6,6.7,1
47,23,12,6,5.5,1
47,24,11,5,8.1,1
47,25,14,4,9.7,1
47,26,14,6,9.1,0
47,27,12,6,7.0,0
47,28,12,8,7.9,0
47,29,12,9,10.3,1
47,30,13,9,9.0,0
48,1,12,5,9.7,1
48,2,13,5,9.6,1
48,3,12,7,7.7,1
48,4,13,7,8.2,1
48,5,13,9,4.9,1
48,6,14,7,5.5,1
48,7,12,8,10.6,1
48,8,14,9,7.7,1
48,9,12,9,7.3,1
48,10,10,7,10.5,0
48,11,11,10,10.2,1
48,12,11,8,10.2,1
48,13,13,7,10.1,1
48,14,12,6,9.2,0
48,15,12,7,5.3,0
48,16,15,7,6.6,0
48,17,13,7,8.1,0
48,18,14,7,5.6,1
48,19,15,8,7.7,0
48,20,12,8,10.1,1
48,21,12,7,9.1,0
48,22,12,7,7.8,0
48,23,12,6,6.8,0
48,24,14,4,9.6,0
48,25,14,9,9.3,0
48,26,15,8,6.4,0
48,27,13,8,8.8,0
48,28,13,9,7.7,1
48,29,12,7,8.7,0
48,30,13,6,10.4,1
49,1,12,6,6.9,0
49,2,13,7,5.1,1
49,3,12,4,6.4,0
49,4,10,6,6.2,0
49,5,11,6,8.3,0
49,6,11,4,7.9,0
49,7,11,7,9.3,1
49,8,11,7,6.0,1
49,9,13,4,10.6,0
49,10,13,7,7.9,1
49,11,12,8,8.2,1
49,12,11,6,9.4,1
49,13,12,6,9.2,0
49,14,15,6,10.1,0
49,15,14,8,5.0,0
49,16,13,9,4.8,1
49,17,12,7,4.8,0
49,18,12,4,8.3,0
49,19,13,6,6.1,0
49,20,11,5,8.7,1
49,21,11,4,5.0,1
49,22,13,5,10.0,0
49,23,13,6,9.8,0
49,24,14,7,10.3,1
49,25,11,8,6.6,1
49,26,13,8,7.1,1
49,27,12,6,9.1,0
49,28,13,5,7.6,0
49,29,11,4,6.9,0
49,30,11,10,7.9,0
50,1,10,2,7.6,1
50,2,12,0,5.3,1
50,3,11,2,9.6,1
50,4,13,3,6.9,0
50,5,13,1,5.0,1
50,6,9,0,8.3,0
50,7,8,0,6.8,0
50,8,10,1,7.3,1
50,9,9,1,9.9,0
50,10,12,1,8.2,1
50,11,13,1,4.6,0
50,12,8,1,9.2,0
50,13,9,1,7.6,1
50,14,9,2,8.8,0
50,15,8,3,9.0,0
50,16,11,2,5.4,1
50,17,11,2,5.5,0
50,18,11,1,7.7,0
50,19,10,2,7.1,1
50,20,11,0,10.3,1
50,21,9,2,10.0,1
50,22,11,0,10.3,1
50,23,11,2,10.0,0
50,24,11,1,9.5,1
50,25,12,1,7.3,0
50,26,6,2,4.6,1
50,27,12,3,7.2,0
50,28,12,1,6.9,0
50,29,9,2,6.0,0
50,30,11,1,5.2,0
51,1,10,2,5.2,0
51,2,10,6,6.1,0
51,3,11,5,5.0,1
51,4,10,2,8.5,0
51,5,11,5,8.0,1
51,6,10,5,5.0,0
51,7,10,2,10.4,0
51,8,12,6,5.1,0
51,9,10,2,8.0,1
51,10,11,3,9.5,1
51,11,11,1,10.6,1
51,12,10,2,6.8,0
51,13,13,5,4.6,0
51,14,8,5,6.5,0
51,15,10,3,7.9,0
51,16,11,2,7.5,1
51,17,9,3,5.4,0
51,18,9,3,9.3,1
51,19,11,4,10.2,0
51,20,11,3,10.4,1
51,21,10,2,9.6,0
51,22,10,4,6.6,0
51,23,10,2,6.0,1
51,24,11,5,6.5,1
51,25,11,4,7.9,1
51,26,10,3,6.3,0
51,27,10,5,10.5,1
51,28,11,5,4.9,0
51,29,10,4,5.3,1
51,30,11,2,9.3,1
52,1,11,4,9.9,0
52,2,10,2,4.6,0
52,3,11,3,8.9,1
52,4,12,6,7.0,0
52,5,10,4,10.3,0
52,6,10,4,7.4,0
52,7,11,0,4.9,1
52,8,11,5,5.9,1
52,9,12,4,5.1,1
52,10,11,2,8.2,1
52,11,15,6,8.1,0
52,12,11,2,5.2,1
52,13,12,1,9.4,0
52,14,13,6,9.9,1
52,15,13,3,10.1,1
52,16,11,2,5.5,1
52,17,11,3,9.1,0
52,18,12,5,8.6,1
52,19,8,5,9.1,1
52,20,12,3,5.4,1
52,21,11,4,6.9,0
52,22,12,3,7.0,1
52,23,10,4,10.3,0
52,24,13,6,5.7,1
52,25,12,3,7.2,0
52,26,10,3,5.6,0
52,27,10,3,7.4,1
52,28,10,6,5.8,0
52,29,13,4,8.7,0
52,30,12,4,9.6,0
53,1,12,2,5.9,0
53,2,9,2,10.0,0
53,3,10,3,10.0,1
53,4,10,2,4.6,1
53,5,13,1,6.8,0
53,6,13,3,10.3,1
53,7,10,4,6.6,1
53,8,11,1,10.0,0
53,9,11,3,6.5,1
53,10,9,4,10.3,0
53,11,9,3,6.0,1
53,12,10,4,9.1,0
53,13,10,4,4.6,0
53,14,12,3,7.0,1
53,15,10,3,7.3,0
53,16,12,3,9.6,0
53,17,12,4,7.5,1
53,18,10,3,7.6,0
53,19,9,4,7.9,1
53,20,10,4,8.5,0
53,21,11,1,9.3,1
53,22,10,4,10.3,1
53,23,9,3,5.8,0
53,24,8,2,4.6,1
53,25,8,1,7.4,0
53,26,12,2,5.6,1
53,27,9,4,7.1,1
53,28,12,3,6.6,1
53,29,11,2,6.2,1
53,30,10,2,6.0,1
54,1,10,6,6.8,1
54,2,12,5,9.2,1
54,3,14,6,6.1,1
54,4,13,4,6.3,0
54,5,14,3,6.7,0
54,6,13,6,6.1,0
54,7,10,2,6.9,0
54,8,12,6,9.9,1
54,9,10,6,7.8,0
54,10,13,8,9.9,0
54,11,13,7,8.2,0
54,12,14,5,8.6,0
54,13,14,6,8.0,0
54,14,13,9,6.5,0
54,15,13,5,8.7,1
54,16,13,4,6.4,0
54,17,13,5,6.5,0
54,18,12,6,9.9,1
54,19,13,3,9.6,0
54,20,11,4,9.0,0
54,21,13,5,7.1,1
54,22,11,7,10.2,1
54,23,13,4,8.5,1
54,24,13,5,8.1,1
54,25,10,7,4.6,0
54,26,11,6,7.0,1
54,27,11,7,8.9,0
54,28,14,4,5.4,1
54,29,10,8,5.2,0
54,30,12,7,7.3,1
55,1,8,2,7.6,0
55,2,13,3,4.7,0
55,3,13,2,10.5,0
55,4,11,1,9.6,0
55,5,12,6,8.5,1
55,6,11,3,7.6,1
55,7,10,2,8.5,1
55,8,10,3,6.8,1
55,9,12,3,5.2,0
55,10,11,2,5.0,1
55,11,10,3,5.3,1
55,12,13,5,10.0,1
55,13,13,2,9.0,0
55,14,12,4,8.6,1
55,15,10,7,7.5,1
55,16,12,4,8.9,1
55,17,12,4,5.7,1
55,18,12,4,6.4,0
55,19,10,3,8.2,0
55,20,10,3,5.1,0
55,21,17,3,7.8,0
55,22,12,4,6.2,1
55,23,15,2,8.1,1
55,24,12,2,4.6,1
55,25,11,3,7.2,1
55,26,12,1,9.6,1
55,27,11,2,6.9,1
55,28,12,3,6.8,1
55,29,13,1,7.2,0
55,30,11,3,6.2,1
56,1,14,4,5.7,0
56,2,15,5,7.1,1
56,3,13,4,5.1,1
56,4,12,4,6.8,1
56,5,11,5,6.9,0
56,6,13,5,10.2,1
56,7,13,4,10.3,0
56,8,14,3,8.8,0
56,9,13,6,9.8,0
56,10,13,7,9.7,0
56,11,14,6,6.5,0
56,12,13,7,6.9,1
56,13,13,4,6.4,0
56,14,14,7,9.8,1
56,15,10,3,5.3,0
56,16,11,5,6.8,1
56,17,13,3,9.9,0
56,18,10,4,6.6,1
56,19,9,6,8.1,0
56,20,17,6,6.0,1
56,21,13,3,7.0,1
56,22,15,5,7.4,0
56,23,12,7,7.1,1
56,24,11,2,4.9,0
56,25,14,5,9.9,1
56,26,11,3,4.7,1
56,27,11,6,9.9,1
56,28,11,5,7.1,0
56,29,14,4,9.3,0
56,30,15,5,9.8,0
57,1,13,2,8.6,0
57,2,11,1,5.5,1
57,3,14,4,5.5,1
57,4,15,3,4.9,0
57,5,12,4,5.6,1
57,6,12,3,6.4,1
57,7,11,5,5.4,1
57,8,9,2,9.5,0
57,9,11,3,6.9,1
57,10,9,4,9.2,0
57,11,11,2,9.3,1
57,12,13,2,8.9,1
57,13,15,2,8.9,0
57,14,10,2,7.8,0
57,15,11,3,7.1,1
57,16,10,6,7.9,0
57,17,13,2,7.1,1
57,18,15,1,6.5,0
57,19,12,5,10.2,0
57,20,13,2,5.8,1
57,21,12,2,8.6,1
57,22,12,4,5.9,1
57,23,11,5,7.0,1
57,24,15,4,4.9,0
57,25,13,3,8.7,0
57,26,16,4,7.4,1
57,27,15,3,5.7,0
57,28,13,2,7.7,1
57,29,13,2,9.4,1
57,30,11,4,5.3,1
58,1,11,5,5.8,0
58,2,11,5,4.9,1
58,3,11,7,4.8,0
58,4,13,7,5.8,1
58,5,12,6,9.6,0
58,6,13,6,7.2,1
58,7,12,6,5.9,0
58,8,10,6,10.4,0
58,9,8,6,7.8,0
58,10,12,8,8.2,0
58,11,11,4,5.7,1
58,12,8,6,7.3,0
58,13,12,7,4.8,1
58,14,12,6,8.7,1
58,15,10,6,7.2,1
58,16,9,5,6.3,0
58,17,9,7,9.8,0
58,18,8,5,6.9,0
58,19,9,7,7.2,0
58,20,10,6,9.4,0
58,21,11,8,10.4,0
58,22,7,6,6.5,0
58,23,9,6,5.4,0
58,24,10,8,9.5,0
58,25,11,8,8.1,0
58,26,10,8,9.7,0
58,27,10,6,5.3,0
58,28,10,6,5.1,1
58,29,12,5,9.4,1
58,30,10,6,8.0,1
59,1,13,2,4.9,1
59,2,12,5,5.4,1
59,3,14,2,5.0,0
59,4,11,4,8.8,0
59,5,14,2,6.0,1
59,6,14,5,7.8,0
59,7,12,3,5.7,1
59,8,11,3,8.5,0
59,9,10,3,4.6,0
59,10,11,1,7.9,0
59,11,12,5,6.8,0
59,12,13,4,9.6,0
59,13,13,4,6.4,0
59,14,12,4,8.2,1
59,15,13,3,10.0,1
59,16,12,3,5.8,1
59,17,12,3,5.4,0
59,18,10,4,6.6,0
59,19,13,3,9.3,0
59,20,11,3,9.9,1
59,21,11,4,7.9,0
59,22,14,2,5.4,0
59,23,9,3,5.7,0
59,24,12,3,8.5,1
59,25,15,4,4.7,1
59,26,11,1,5.7,1
59,27,12,3,6.1,1
59,28,15,6,4.7,0
59,29,14,4,7.4,1
59,30,16,1,10.1,0
60,1,11,4,5.5,0
60,2,15,4,9.8,1
60,3,12,7,9.9,0
60,4,11,4,10.6,0
60,5,11,6,6.0,1
60,6,15,5,5.0,0
60,7,13,4,10.6,1
60,8,14,7,5.5,1
60,9,14,3,5.0,1
60,10,11,4,8.4,1
60,11,13,3,9.9,1
60,12,14,2,5.4,0
60,13,13,5,10.1,1
60,14,14,2,5.2,1
60,15,14,3,7.7,1
60,16,15,4,4.7,1
60,17,14,3,5.0,1
60,18,13,2,8.4,1
60,19,14,7,5.8,0
60,20,13,3,10.0,1
60,21,13,4,6.9,1
60,22,13,3,5.8,1
60,23,14,4,8.3,0
60,24,11,3,8.7,1
60,25,13,4,9.4,0
60,26,15,7,8.4,1
60,27,14,8,10.4,1
60,28,11,4,5.3,1
60,29,10,4,5.7,0
60,30,12,5,7.6,0
61,1,10,3,5.2,1
61,2,13,4,10.5,0
61,3,10,1,4.9,0
61,4,15,4,8.1,0
61,5,12,3,5.4,1
61,6,8,4,6.4,0
61,7,10,2,9.9,0
61,8,11,3,10.0,1
61,9,10,1,4.7,1
61,10,10,4,7.2,1
61,11,12,3,6.8,0
61,12,11,4,10.2,1
61,13,13,3,5.1,0
61,14,13,4,8.0,1
61,15,11,2,10.4,0
61,16,14,3,7.7,0
61,17,9,3,6.9,0
61,18,12,4,9.8,0
61,19,9,3,8.2,1
61,20,11,5,6.1,1
61,21,12,3,5.0,0
61,22,9,3,8.8,0
61,23,6,2,4.9,0
61,24,11,3,7.7,1
61,25,10,3,8.0,1
61,26,12,4,9.6,1
61,27,8,4,6.1,0
61,28,8,2,5.1,0
61,29,12,4,4.9,1
61,30,13,4,5.6,0
62,1,10,6,6.1,0
62,2,9,4,6.4,1
62,3,13,7,5.6,0
62,4,10,6,4.8,1
62,5,12,6,9.5,1
62,6,13,4,10.2,0
62,7,12,6,9.7,0
62,8,8,7,6.8,1
62,9,10,6,6.5,0
62,10,11,7,5.0,0
62,11,11,5,8.2,0
62,12,11,7,5.2,0
62,13,12,3,5.4,0
62,14,10,8,5.8,0
62,15,11,5,9.4,0
62,16,10,6,10.2,0
62,17,11,7,8.1,1
62,18,12,6,8.1,0
62,19,11,7,10.0,1
62,20,9,8,8.6,0
62,21,10,4,9.3,1
62,22,12,5,5.1,0
62,23,10,3,9.6,0
62,24,12,5,4.9,0
62,25,11,5,10.5,1
62,26,11,7,5.1,0
62,27,11,5,9.9,0
62,28,12,6,9.5,0
62,29,7,7,4.7,0
62,30,10,7,9.3,0
63,1,10,5,5.6,1
63,2,10,2,10.5,1
63,3,9,6,10.2,1
63,4,9,5,7.9,0
63,5,12,7,8.7,1
63,6,10,8,5.9,1
63,7,13,4,9.3,1
63,8,11,3,9.9,1
63,9,11,5,6.8,0
63,10,12,5,6.6,0
63,11,8,7,7.5,1
63,12,10,7,7.2,0
63,13,13,6,8.9,0
63,14,9,7,9.4,1
63,15,10,6,5.5,0
63,16,11,7,5.8,0
63,17,8,6,9.8,0
63,18,13,5,5.5,1
63,19,14,5,6.6,0
63,20,11,8,8.1,0
63,21,9,7,5.4,1
63,22,8,6,4.7,1
63,23,10,6,6.3,0
63,24,11,6,10.2,0
63,25,7,5,10.6,1
63,26,12,4,8.4,1
63,27,8,4,10.3,1
63,28,9,2,8.1,0
63,29,10,5,5.9,1
63,30,11,5,5.2,1
64,1,13,8,9.5,0
64,2,13,5,8.6,0
64,3,11,6,7.4,0
64,4,9,8,8.6,0
64,5,13,6,6.1,1
64,6,8,7,7.4,0
64,7,11,10,5.1,1
64,8,11,11,7.9,1
64,9,12,6,10.0,0
64,10,12,4,8.8,1
64,11,11,8,9.3,1
64,12,12,7,7.2,0
64,13,11,7,5.9,0
64,14,11,10,9.9,0
64,15,11,7,7.3,0
64,16,11,9,4.8,1
64,17,13,6,5.9,0
64,18,14,7,7.8,0
64,19,13,8,6.5,0
64,20,13,7,4.5,1
64,21,12,6,7.8,0
64,22,12,8,6.0,0
64,23,11,7,5.2,1
64,24,12,7,8.6,1
64,25,12,7,10.1,1
64,26,11,5,8.5,1
64,27,11,5,5.1,1
64,28,12,7,8.0,0
64,29,12,8,4.8,1
64,30,11,7,6.0,0
65,1,14,3,8.4,0
65,2,11,3,5.2,1
65,3,12,4,7.7,0
65,4,12,3,5.7,1
65,5,11,5,9.6,0
65,6,12,0,5.4,1
65,7,10,3,6.7,0
65,8,11,0,7.3,0
65,9,10,3,9.4,1
65,10,11,1,4.6,1
65,11,12,1,9.4,0
65,12,11,4,9.1,0
65,13,9,3,7.7,1
65,14,11,4,8.2,0
65,15,15,3,4.8,1
65,16,12,2,8.8,1
65,17,11,4,9.3,0
65,18,10,4,5.1,1
65,19,14,1,5.2,1
65,20,13,6,6.2,1
65,21,13,1,6.5,1
65,22,13,1,8.4,1
65,23,11,1,5.7,1
65,24,10,4,7.8,1
65,25,14,5,4.7,1
65,26,11,1,5.2,0
65,27,14,3,6.7,1
65,28,11,3,9.0,0
65,29,11,3,8.4,1
65,30,13,2,5.6,1
66,1,10,1,7.4,1
66,2,9,3,9.7,1
66,3,10,2,7.3,1
66,4,9,0,9.9,1
66,5,9,2,8.3,1
66,6,13,2,5.8,1
66,7,11,2,5.2,0
66,8,11,1,7.1,1
66,9,13,2,10.3,1
66,10,11,2,9.4,0
66,11,11,1,9.7,0
66,12,11,3,8.4,0
66,13,10,1,4.6,1
66,14,11,3,10.0,1
66,15,11,1,8.5,0
66,16,9,2,8.1,0
66,17,9,2,5.3,1
66,18,11,3,5.2,0
66,19,10,1,6.7,0
66,20,11,2,4.7,1
66,21,9,1,10.4,1
66,22,10,2,9.5,1
66,23,10,1,8.3,0
66,24,8,2,6.5,1
66,25,12,1,5.5,0
66,26,9,3,9.3,1
66,27,11,1,8.9,0
66,28,13,3,8.1,1
66,29,14,3,9.0,1
66,30,11,2,5.9,0
67,1,16,3,9.8,1
67,2,11,2,7.7,0
67,3,11,2,8.7,1
67,4,14,3,7.3,1
67,5,11,3,4.8,0
67,6,15,1,8.2,1
67,7,13,4,6.4,0
67,8,17,2,8.1,0
67,9,13,3,6.0,1
67,10,13,3,10.4,0
67,11,13,0,8.6,1
67,12,12,2,4.8,1
67,13,12,3,6.2,1
67,14,15,1,10.4,1
